gejala,relevance_score,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi,cara_menggunakan
Perut kembung,"0,8",Ubi Kayu,Manihot esculenta,Singkong (Indonesia); Ubi Kayu (Jawa); Ubi Karet (Bali); Ubi Kayu (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman pangan dengan umbi yang sering digunakan sebagai sumber energi. Umbinya mengandung senyawa bioaktif dengan sifat penambah energi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi metabolisme.","Perut kembung
Kulit kering atau kasar
Lelah atau letih
Sakit kepala ringan
Bibir pecah-pecah","Karbohidrat, pati, serat, vitamin C, kalium","Kupas 2-3 ubi kayu, cuci bersih, dan potong-potong. Rebus dalam 2 gelas air hingga ubi kayu empuk dan airnya tersisa sekitar 1 gelas. Saring dan minum air rebusan selagi hangat. Kandungan serat pada ubi kayu membantu melancarkan pencernaan dan meredakan perut kembung yang disebabkan oleh penumpukan gas."
Kulit kering,"0,7",Ubi Kayu,Manihot esculenta,Singkong (Indonesia); Ubi Kayu (Jawa); Ubi Karet (Bali); Ubi Kayu (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman pangan dengan umbi yang sering digunakan sebagai sumber energi. Umbinya mengandung senyawa bioaktif dengan sifat penambah energi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi metabolisme.","Perut kembung
Kulit kering atau kasar
Lelah atau letih
Sakit kepala ringan
Bibir pecah-pecah","Karbohidrat, pati, serat, vitamin C, kalium","Parut 1 ubi kayu ukuran sedang hingga halus, kemudian tambahkan 1 sendok makan madu dan aduk rata. Oleskan campuran ini pada kulit yang kering, biarkan selama 15-20 menit, kemudian bilas dengan air hangat. Kandungan pati dalam ubi kayu membantu melembapkan kulit dan memberikan efek halus."
Kelelahan,"0,7",Ubi Kayu,Manihot esculenta,Singkong (Indonesia); Ubi Kayu (Jawa); Ubi Karet (Bali); Ubi Kayu (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman pangan dengan umbi yang sering digunakan sebagai sumber energi. Umbinya mengandung senyawa bioaktif dengan sifat penambah energi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi metabolisme.","Perut kembung
Kulit kering atau kasar
Lelah atau letih
Sakit kepala ringan
Bibir pecah-pecah","Karbohidrat, pati, serat, vitamin C, kalium","Rebus 2 ubi kayu ukuran sedang hingga empuk, kemudian haluskan dan tambahkan sedikit air matang untuk mendapatkan tekstur yang pas. Konsumsi ramuan ini sekali sehari untuk membantu mengembalikan energi setelah aktivitas fisik yang melelahkan. Ubi kayu kaya akan karbohidrat yang memberikan energi alami."
Sakit kepala,"0,6",Ubi Kayu,Manihot esculenta,Singkong (Indonesia); Ubi Kayu (Jawa); Ubi Karet (Bali); Ubi Kayu (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman pangan dengan umbi yang sering digunakan sebagai sumber energi. Umbinya mengandung senyawa bioaktif dengan sifat penambah energi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi metabolisme.","Perut kembung
Kulit kering atau kasar
Lelah atau letih
Sakit kepala ringan
Bibir pecah-pecah","Karbohidrat, pati, serat, vitamin C, kalium","Rebus 1 ubi kayu dengan sedikit air selama 10-15 menit. Setelah matang, tumbuk hingga halus dan gunakan sebagai kompres pada dahi. Kandungan karbohidrat dalam ubi kayu membantu menenangkan otot-otot kepala yang tegang, mengurangi rasa sakit pada kepala ringan akibat kelelahan atau stres."
Diare,"0,85",Ubi Kayu,Manihot esculenta,Singkong (Indonesia); Ubi Kayu (Jawa); Ubi Karet (Bali); Ubi Kayu (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman pangan dengan umbi yang sering digunakan sebagai sumber energi. Umbinya mengandung senyawa bioaktif dengan sifat penambah energi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi metabolisme.","Perut kembung
Kulit kering atau kasar
Lelah atau letih
Sakit kepala ringan
Bibir pecah-pecah","Karbohidrat, pati, serat, vitamin C, kalium","Kupas dan rebus umbi ubi kayu, konsumsi sebagai pengganti makanan berat selama gejala diare. Alternatifnya, buat bubur dari ubi kayu rebus untuk memudahkan pencernaan."
Sakit kepala,"0,7",Urang Aring,Eclipta prostrata,Daun Dakon (Bali); Daun Duwet (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan rambut. Daunnya mengandung senyawa bioaktif dengan sifat mempercepat pertumbuhan rambut dan memperbaiki kesehatan kulit kepala. Khasiatnya meliputi membantu mengatasi ketombe, menjaga kelembapan rambut, dan melindungi kulit kepala dari infeksi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Rambut rontok
Rambut beruban dini
Kulit kepala gatal
Luka ringan
Sariawan","Flavonoid, saponin, alkaloid, tanin","Tumbuk daun urang-aring, peras airnya, dan balurkan air perasan ke pelipis. Diamkan selama 15 menit untuk meredakan sakit kepala ringan."
Mata lelah,"0,75",Urang Aring,Eclipta prostrata,Daun Dakon (Bali); Daun Duwet (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan rambut. Daunnya mengandung senyawa bioaktif dengan sifat mempercepat pertumbuhan rambut dan memperbaiki kesehatan kulit kepala. Khasiatnya meliputi membantu mengatasi ketombe, menjaga kelembapan rambut, dan melindungi kulit kepala dari infeksi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Rambut rontok
Rambut beruban dini
Kulit kepala gatal
Luka ringan
Sariawan","Flavonoid, saponin, alkaloid, tanin","Rendam kapas dalam air rebusan daun urang-aring yang telah didinginkan, tempelkan kapas pada mata tertutup selama 10 menit."
Kulit gatal,"0,8",Urang Aring,Eclipta prostrata,Daun Dakon (Bali); Daun Duwet (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan rambut. Daunnya mengandung senyawa bioaktif dengan sifat mempercepat pertumbuhan rambut dan memperbaiki kesehatan kulit kepala. Khasiatnya meliputi membantu mengatasi ketombe, menjaga kelembapan rambut, dan melindungi kulit kepala dari infeksi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Rambut rontok
Rambut beruban dini
Kulit kepala gatal
Luka ringan
Sariawan","Flavonoid, saponin, alkaloid, tanin","Tumbuk segenggam daun urang-aring segar hingga halus, campurkan dengan 1 sendok teh minyak kelapa. Oleskan campuran ini ke kulit kepala yang gatal, diamkan 20 menit, lalu bilas hingga bersih. Lakukan seminggu sekali untuk hasil optimal."
Luka,"0,7",Urang Aring,Eclipta prostrata,Daun Dakon (Bali); Daun Duwet (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan rambut. Daunnya mengandung senyawa bioaktif dengan sifat mempercepat pertumbuhan rambut dan memperbaiki kesehatan kulit kepala. Khasiatnya meliputi membantu mengatasi ketombe, menjaga kelembapan rambut, dan melindungi kulit kepala dari infeksi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Rambut rontok
Rambut beruban dini
Kulit kepala gatal
Luka ringan
Sariawan","Flavonoid, saponin, alkaloid, tanin",Tumbuk halus beberapa daun urang-aring segar hingga menjadi pasta. Tempelkan pada luka ringan dan balut dengan kain bersih. Ganti setiap hari untuk membantu mempercepat penyembuhan luka.
Sariawan,"0,6",Urang Aring,Eclipta prostrata,Daun Dakon (Bali); Daun Duwet (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan rambut. Daunnya mengandung senyawa bioaktif dengan sifat mempercepat pertumbuhan rambut dan memperbaiki kesehatan kulit kepala. Khasiatnya meliputi membantu mengatasi ketombe, menjaga kelembapan rambut, dan melindungi kulit kepala dari infeksi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Rambut rontok
Rambut beruban dini
Kulit kepala gatal
Luka ringan
Sariawan","Flavonoid, saponin, alkaloid, tanin","Kunyah beberapa helai daun urang-aring segar yang telah dicuci bersih hingga lumat, lalu biarkan selama beberapa menit di area sariawan. Lakukan 2-3 kali sehari untuk meredakan peradangan dan mempercepat penyembuhan."
Batuk,"0,8",Waru,Hibiscus tiliaceus,"Kembang Waru (Jawa, Bali); Bunga Waru (Sumatra)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri, memperbaiki kesehatan kulit, dan meningkatkan regenerasi jaringan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Batuk
Radang tenggorokan
Luka ringan
Kulit terbakar ringan
Perut kembung","Flavonoid, alkaloid, saponin","Ambil 5-7 lembar daun waru segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring air rebusan, tambahkan sedikit madu, dan minum selagi hangat. Minum 2-3 kali sehari. Daun waru memiliki sifat emolien yang membantu melegakan saluran pernapasan dan meredakan batuk."
Sakit tenggorokan,"0,7",Waru,Hibiscus tiliaceus,"Kembang Waru (Jawa, Bali); Bunga Waru (Sumatra)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri, memperbaiki kesehatan kulit, dan meningkatkan regenerasi jaringan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Batuk
Radang tenggorokan
Luka ringan
Kulit terbakar ringan
Perut kembung","Flavonoid, alkaloid, saponin","Rebus 3-5 helai daun waru segar dalam 1,5 gelas air hingga mendidih. Biarkan hangat, lalu gunakan air rebusan untuk berkumur beberapa kali sehari. Kandungan lendir alami pada daun waru membantu menenangkan peradangan di tenggorokan dan mengurangi rasa nyeri."
Luka,"0,7",Waru,Hibiscus tiliaceus,"Kembang Waru (Jawa, Bali); Bunga Waru (Sumatra)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri, memperbaiki kesehatan kulit, dan meningkatkan regenerasi jaringan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Batuk
Radang tenggorokan
Luka ringan
Kulit terbakar ringan
Perut kembung","Flavonoid, alkaloid, saponin","Ambil 2-3 lembar daun waru, remas hingga keluar lendir, lalu tempelkan pada luka bersih. Balut dengan kain steril dan ganti setiap 8 jam. Lendir daun waru memiliki sifat antiseptik dan membantu mempercepat proses penyembuhan luka."
Kulit kering,"0,8",Waru,Hibiscus tiliaceus,"Kembang Waru (Jawa, Bali); Bunga Waru (Sumatra)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri, memperbaiki kesehatan kulit, dan meningkatkan regenerasi jaringan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Batuk
Radang tenggorokan
Luka ringan
Kulit terbakar ringan
Perut kembung","Flavonoid, alkaloid, saponin","Tumbuk 2-3 daun waru segar hingga halus, campur dengan sedikit air dingin hingga membentuk pasta. Oleskan pada area kulit yang terbakar, biarkan selama 15-20 menit, lalu bilas dengan air bersih. Daun waru membantu mendinginkan kulit dan mengurangi peradangan."
Perut kembung,"0,8",Waru,Hibiscus tiliaceus,"Kembang Waru (Jawa, Bali); Bunga Waru (Sumatra)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri, memperbaiki kesehatan kulit, dan meningkatkan regenerasi jaringan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Batuk
Radang tenggorokan
Luka ringan
Kulit terbakar ringan
Perut kembung","Flavonoid, alkaloid, saponin",Rebus 5 lembar daun waru bersama 1 ruas jahe dalam 2 gelas air hingga mendidih dan tersisa 1 gelas. Saring dan minum hangat setelah makan. Kombinasi daun waru dan jahe membantu melancarkan pencernaan dan meredakan kembung.
Batuk,"0,7",Wijaya Kusuma,Epiphyllum oxypetalum,Bunga Setangkai (Bali); Wijaya Kusuma (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga besar yang sering mekar di malam hari dan digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan sirkulasi darah, meredakan stres, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Batuk berdahak
Mimisan
Tenggorokan kering
Luka ringan
Perut kembung","Alkaloid, flavonoid, saponin","Rebus 2-3 helai bunga wijaya kusuma yang sudah dicuci bersih dalam 2 gelas air hingga tersisa 1 gelas. Saring air rebusan dan minum selagi hangat. Minum 2 kali sehari untuk membantu melonggarkan dahak dan melegakan saluran pernapasan, karena bunga ini memiliki sifat antiinflamasi alami."
Mimisan,"0,6",Wijaya Kusuma,Epiphyllum oxypetalum,Bunga Setangkai (Bali); Wijaya Kusuma (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga besar yang sering mekar di malam hari dan digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan sirkulasi darah, meredakan stres, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Batuk berdahak
Mimisan
Tenggorokan kering
Luka ringan
Perut kembung","Alkaloid, flavonoid, saponin","Ambil 1 helai daun wijaya kusuma segar, cuci bersih, lalu remas hingga keluar lendir. Tempelkan daun yang telah diremas pada lubang hidung yang mimisan. Biarkan beberapa menit hingga pendarahan berhenti. Lendir daun ini memiliki sifat hemostatik yang membantu menghentikan perdarahan ringan."
Tenggorokan kering,"0,6",Wijaya Kusuma,Epiphyllum oxypetalum,Bunga Setangkai (Bali); Wijaya Kusuma (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga besar yang sering mekar di malam hari dan digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan sirkulasi darah, meredakan stres, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Batuk berdahak
Mimisan
Tenggorokan kering
Luka ringan
Perut kembung","Alkaloid, flavonoid, saponin","Seduh 1-2 helai bunga wijaya kusuma segar dengan 1 gelas air panas seperti membuat teh. Diamkan selama 5-7 menit hingga air berubah warna, lalu minum perlahan saat hangat. Konsumsi 1-2 kali sehari untuk membantu melembapkan tenggorokan dan meredakan rasa tidak nyaman."
Luka,"0,8",Wijaya Kusuma,Epiphyllum oxypetalum,Bunga Setangkai (Bali); Wijaya Kusuma (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga besar yang sering mekar di malam hari dan digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan sirkulasi darah, meredakan stres, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Batuk berdahak
Mimisan
Tenggorokan kering
Luka ringan
Perut kembung","Alkaloid, flavonoid, saponin","Tumbuk halus 1-2 helai daun wijaya kusuma segar yang telah dicuci. Tempelkan pada luka yang telah dibersihkan sebelumnya, lalu balut dengan kain steril. Ganti balutan 1-2 kali sehari. Daun ini mengandung senyawa antiseptik alami yang membantu mencegah infeksi dan mempercepat proses penyembuhan."
Perut kembung,"0,5",Wijaya Kusuma,Epiphyllum oxypetalum,Bunga Setangkai (Bali); Wijaya Kusuma (Sumatra),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga besar yang sering mekar di malam hari dan digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan sirkulasi darah, meredakan stres, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Batuk berdahak
Mimisan
Tenggorokan kering
Luka ringan
Perut kembung","Alkaloid, flavonoid, saponin",Rebus 2 helai daun wijaya kusuma dengan 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan tersebut saat hangat. Minum sekali sehari untuk membantu meredakan rasa kembung dan tidak nyaman pada perut. Kandungan alami pada daun ini membantu melancarkan pencernaan.
